CustomerID,Recency,Frequency,Monetary,Segment
CUST104837,377,6,272785.2961227501,Loyal Customers
CUST100906,137,5,272665.3385918115,Champions
CUST101429,88,5,272423.7986333357,Champions
CUST104862,734,5,272196.77862009115,Loyal Customers
CUST106690,28,5,272150.11318451783,Champions
CUST105211,610,6,271927.8322200178,Loyal Customers
CUST104667,38,5,271772.750022743,Champions
CUST107569,2,10,271744.52050261095,Champions
CUST102297,60,8,271703.0089717813,Champions
CUST105199,150,6,271548.38690658205,Champions
CUST106250,457,10,271455.444772655,Loyal Customers
CUST107420,246,6,271079.95146428084,Champions
CUST106943,425,10,271036.2113032849,Loyal Customers
CUST105808,454,5,270872.2054036442,Loyal Customers
CUST100376,97,5,270234.1623542429,Champions
CUST107247,5,4,269990.1831228933,Champions
CUST106198,138,4,269913.3699754623,Champions
CUST101628,751,10,269710.5561827944,Loyal Customers
CUST102615,243,5,269664.56661931885,Champions
CUST103283,711,8,269633.4866258013,Loyal Customers
CUST105911,383,5,269547.14573571505,Loyal Customers
CUST102086,596,5,269307.3439717003,Loyal Customers
CUST103687,222,10,269257.3862368168,Champions
CUST104367,10,10,269110.8835494718,Champions
CUST104735,708,6,268917.7677684891,Loyal Customers
CUST104019,2,10,268910.7250034088,Champions
CUST103659,255,5,268682.0433068589,Champions
CUST103399,502,10,268447.47477564804,Loyal Customers
CUST104720,41,8,268419.03526015114,Champions
CUST100544,213,5,268115.26871100045,Champions
CUST103908,27,6,267285.9353452698,Champions
CUST101168,258,10,267002.8374704632,Champions
CUST102131,292,8,266806.6487704561,Champions
CUST104063,225,6,266677.6120901983,Champions
CUST102330,206,6,266671.4979834608,Champions
CUST100572,563,5,266633.9622751088,Loyal Customers
CUST102247,646,5,266018.98869712435,Loyal Customers
CUST101029,483,6,265853.6369473947,Loyal Customers
CUST106395,18,5,265684.40227634256,Champions
CUST103242,659,10,265684.0896592469,Loyal Customers
CUST102838,416,8,265626.7916104007,Loyal Customers
CUST106737,750,5,264954.340213677,Loyal Customers
CUST105279,564,5,264609.0954491004,Loyal Customers
CUST105697,507,10,264521.71701702813,Loyal Customers
CUST103484,31,6,264257.1514790827,Champions
CUST104001,495,10,264187.23339639977,Loyal Customers
CUST100335,124,10,264077.26992513344,Champions
CUST106106,21,4,263809.28099820676,Champions
CUST106359,512,8,263563.41213531024,Loyal Customers
CUST106140,476,5,263294.8091675737,Loyal Customers
CUST101674,53,5,262969.0801012567,Champions
CUST102361,226,8,262841.7606658577,Champions
CUST101857,173,8,262563.91348777874,Champions
CUST102783,416,5,262310.5667346966,Loyal Customers
CUST107081,305,4,262041.45613599004,Champions
CUST102261,4,8,261948.03181245044,Champions
CUST105473,3,4,261900.54708169962,Champions
CUST102924,150,6,261525.09857411913,Champions
CUST106970,364,4,261438.52503792272,Loyal Customers
CUST107511,450,6,261356.51163255374,Loyal Customers
CUST105390,12,5,260913.03078613657,Champions
CUST107027,410,4,259973.56881425547,Loyal Customers
CUST100656,448,6,259873.57819607557,Loyal Customers
CUST105451,143,15,259790.1137397012,Champions
CUST103824,571,10,259729.30121496084,Loyal Customers
CUST101606,8,6,259715.2636204814,Champions
CUST104072,2,5,259672.8114553342,Champions
CUST105085,609,10,259595.21370725133,Loyal Customers
CUST103935,324,5,259589.58138323086,Loyal Customers
CUST100847,247,6,259282.98629065327,Champions
CUST100854,614,10,259133.87574201066,Loyal Customers
CUST106699,99,10,259126.20819348856,Champions
CUST104086,489,6,259025.51805191586,Loyal Customers
CUST102165,127,6,259023.82606081196,Champions
CUST107473,678,8,258675.932604585,Loyal Customers
CUST104703,2,10,258505.1453341415,Champions
CUST106070,245,5,258225.62055934448,Champions
CUST104386,5,5,257658.3274171794,Champions
CUST101363,749,10,257637.4763124581,Loyal Customers
CUST104954,78,8,256878.94643612485,Champions
CUST103590,626,8,256723.33490967817,Loyal Customers
CUST100050,421,6,256471.0980013929,Loyal Customers
CUST107695,745,4,256449.2632074736,Loyal Customers
CUST106174,213,10,256163.4435182492,Champions
CUST102269,325,5,255948.10593243153,Loyal Customers
CUST105710,159,5,255939.8331372938,Champions
CUST103686,31,5,255691.88007797825,Champions
CUST101466,796,10,255677.76071246612,Loyal Customers
CUST104434,622,5,255677.5754445187,Loyal Customers
CUST102979,435,6,255364.33515155804,Loyal Customers
CUST104670,44,5,254980.79001800023,Champions
CUST107654,67,5,254475.98244099613,Champions
CUST103882,18,5,254463.2947333651,Champions
CUST106445,44,8,254376.7338907355,Champions
CUST102903,408,6,254201.50987559246,Loyal Customers
CUST105144,129,5,254100.58421874986,Champions
CUST104844,652,10,253718.03923217196,Loyal Customers
CUST105647,156,10,253115.8806897889,Champions
CUST102456,658,10,252905.38228853839,Loyal Customers
CUST100205,719,6,252768.2686518389,Loyal Customers
CUST102872,284,8,252591.72304311654,Champions
CUST107495,3,8,251911.88294945523,Champions
CUST107165,717,10,251234.92001127664,Loyal Customers
CUST100744,52,8,250324.88415955467,Champions
CUST105528,414,8,250236.55798888236,Loyal Customers
CUST106901,522,5,250222.84808872797,Loyal Customers
CUST100061,440,8,250213.31448888752,Loyal Customers
CUST105146,570,8,250035.5263327311,Loyal Customers
CUST105605,375,5,250032.79401568553,Loyal Customers
CUST107815,255,8,249984.909423172,Champions
CUST105878,13,5,249947.13031964487,Champions
CUST100026,658,5,249386.02945125249,Loyal Customers
CUST102549,52,8,249237.44434405444,Champions
CUST103738,648,6,249205.54270871263,Loyal Customers
CUST100485,99,8,249139.80586741696,Champions
CUST102894,612,6,248786.95767025405,Loyal Customers
CUST105439,10,6,248756.27165670507,Champions
CUST104794,773,8,248728.43316643723,Loyal Customers
CUST105336,653,6,248700.5603535109,Loyal Customers
CUST102618,8,8,248537.7828417788,Champions
CUST106927,420,6,248381.714665319,Loyal Customers
CUST105166,537,8,248342.42876715268,Loyal Customers
CUST106102,409,4,248296.6429945968,Loyal Customers
CUST104506,308,5,248070.22385440033,Champions
CUST100613,363,5,247965.00803537917,Loyal Customers
CUST103654,51,8,247956.96110742757,Champions
CUST100350,226,8,247955.85369755945,Champions
CUST100545,1,8,247779.10859138155,Champions
CUST105228,621,5,247495.782641779,Loyal Customers
CUST103895,684,8,247440.53014361532,Loyal Customers
CUST104649,96,6,246860.41464088537,Champions
CUST101343,439,10,246831.32395464752,Loyal Customers
CUST105832,42,5,246644.07196490635,Champions
CUST106223,168,10,246592.03102044578,Champions
CUST106179,414,4,246431.71149563405,Loyal Customers
CUST106496,54,6,245730.21539042555,Champions
CUST101714,3,8,245692.45831014845,Champions
CUST106873,150,4,245683.8855887663,Champions
CUST107253,129,4,245416.17215536797,Champions
CUST105577,20,5,245093.29116065276,Champions
CUST106984,31,6,244809.33596678794,Champions
CUST103973,627,5,244407.55109837698,Loyal Customers
CUST101226,742,8,244254.74562758178,Loyal Customers
CUST106600,676,8,243990.35189689064,Loyal Customers
CUST104572,4,8,243929.19634872826,Champions
CUST100569,496,10,243632.3384747093,Loyal Customers
CUST107994,711,10,243585.6321213309,Loyal Customers
CUST101056,414,10,243376.25072470112,Loyal Customers
CUST100982,274,5,243238.48990078171,Champions
CUST102725,551,6,243173.2883848147,Loyal Customers
CUST101905,464,8,242785.870327465,Loyal Customers
CUST100859,4,8,242344.60647278008,Champions
CUST107310,143,4,242333.12489037745,Champions
CUST106193,591,5,241886.8149265729,Loyal Customers
CUST107156,321,8,241401.3954841145,Loyal Customers
CUST102584,573,8,241121.3436665885,Loyal Customers
CUST106609,221,5,240969.26679888894,Champions
CUST103977,690,8,240946.14438185777,Loyal Customers
CUST102681,740,5,240557.81483459787,Loyal Customers
CUST104871,609,8,240469.51137882893,Loyal Customers
CUST102604,574,5,240279.87748895577,Loyal Customers
CUST106226,209,8,240226.1748144433,Champions
CUST100555,100,6,240052.679102139,Champions
CUST102758,353,5,239592.29887294097,Loyal Customers
CUST107933,756,4,239487.2879963654,Loyal Customers
CUST105955,666,10,239457.34764169605,Loyal Customers
CUST106243,207,6,239358.24631923198,Champions
CUST106775,200,8,239352.35203412836,Champions
CUST103091,754,8,239235.71484052078,Loyal Customers
CUST105572,517,4,238847.09663053037,Loyal Customers
CUST101578,49,8,238778.36092493683,Champions
CUST105113,5,8,238449.9916506026,Champions
CUST106788,54,6,238443.44433021298,Champions
CUST105981,599,8,238425.87648065572,Loyal Customers
CUST100615,227,5,238242.18099937605,Champions
CUST106127,115,6,238165.7591215315,Champions
CUST101220,758,5,238004.16813543875,Loyal Customers
CUST106358,489,8,237842.80642855776,Loyal Customers
CUST105999,20,5,237535.4033279351,Champions
CUST104261,477,10,237492.70935483344,Loyal Customers
CUST104987,257,8,237411.76099268015,Champions
CUST105423,53,6,237364.91164580057,Champions
CUST102370,45,8,236561.30098925225,Champions
CUST101760,124,8,236309.98750957416,Champions
CUST106718,716,4,236293.56888257613,Loyal Customers
CUST101249,7,6,236170.21954271468,Champions
CUST100626,10,5,235972.704297001,Champions
CUST105522,24,6,235864.61370402738,Champions
CUST107644,22,4,234290.63798842244,Champions
CUST106938,589,8,234225.35412168017,Loyal Customers
CUST101801,93,10,234014.63193446753,Champions
CUST100396,571,8,233956.57466766046,Loyal Customers
CUST102857,301,8,233652.66618588462,Champions
CUST107960,41,4,233089.68058018148,Champions
CUST105844,328,8,233029.62047461758,Loyal Customers
CUST101372,3,8,232843.64611034121,Champions
CUST105680,391,4,232638.33079469894,Loyal Customers
CUST105659,23,5,232585.74203900853,Champions
CUST104097,71,8,232335.39134730806,Champions
CUST106520,2,8,232312.02944321051,Champions
CUST107847,77,4,232295.5901537714,Champions
CUST100482,43,5,232221.3324598432,Champions
CUST101567,197,8,231970.3165336247,Champions
CUST100698,386,8,230485.01440335056,Loyal Customers
CUST100979,382,5,230439.50461377337,Loyal Customers
CUST102957,254,8,230209.74055824848,Champions
CUST103480,662,10,229972.9877091961,Loyal Customers
CUST106170,3,10,229908.5751168609,Champions
CUST102231,14,6,229378.93627909664,Champions
CUST104627,615,8,229307.275186541,Loyal Customers
CUST101374,629,8,228342.56847099215,Loyal Customers
CUST102536,109,8,228189.9622575617,Champions
CUST104387,784,6,227838.9955923614,Loyal Customers
CUST103225,674,5,227565.75162536377,Loyal Customers
CUST106561,47,5,227281.4739475103,Champions
CUST107309,15,10,227166.00380197552,Champions
CUST102602,4,5,226801.95187778003,Champions
CUST106602,85,8,226595.16340702944,Champions
CUST102803,212,5,226414.1426216847,Champions
CUST104074,227,6,226368.20315850596,Champions
CUST105678,29,8,225952.28418064507,Champions
CUST103928,38,5,225767.24195319583,Champions
CUST100334,775,5,225703.28482992842,Loyal Customers
CUST105308,380,5,225626.79173641035,Loyal Customers
CUST103419,5,10,225567.61339147852,Champions
CUST101487,618,8,225232.77283509742,Loyal Customers
CUST101077,658,6,225128.26870622687,Loyal Customers
CUST107624,2,10,225054.97063822852,Champions
CUST105428,696,6,224801.62804476585,Loyal Customers
CUST100160,35,8,224453.03459715052,Champions
CUST106099,396,5,224347.92908933616,Loyal Customers
CUST105838,220,8,223948.22039694904,Champions
CUST103163,527,6,223673.58567022913,Loyal Customers
CUST102336,14,8,223575.17688529904,Champions
CUST105905,721,4,223563.81304961588,Loyal Customers
CUST100067,32,8,223538.95252668767,Champions
CUST104401,3,5,222681.0934594067,Champions
CUST101544,294,6,222022.7681246194,Champions
CUST103199,618,8,221488.5502116197,Loyal Customers
CUST106799,567,4,220681.13392107998,Loyal Customers
CUST106629,14,4,220605.54037896905,Champions
CUST100265,257,8,220557.77169823632,Champions
CUST101686,21,10,220541.3995891019,Champions
CUST106794,12,10,220350.8168746604,Champions
CUST102410,629,10,220188.430111619,Loyal Customers
CUST107865,80,4,220095.43944846044,Champions
CUST101032,66,10,220054.78358860273,Champions
CUST101008,698,6,219707.8857302608,Loyal Customers
CUST100839,386,6,219530.9717734796,Loyal Customers
CUST104597,695,8,219409.8585774395,Loyal Customers
CUST101970,13,6,218938.43016212113,Champions
CUST104772,8,6,218656.96295900253,Champions
CUST105734,485,8,218399.39932075224,Loyal Customers
CUST103391,229,8,218361.31349112449,Champions
CUST103051,364,10,218324.1080403927,Loyal Customers
CUST102663,348,8,217760.94851931804,Loyal Customers
CUST106378,143,5,217679.9279689375,Champions
CUST101731,533,6,217655.58674511345,Loyal Customers
CUST107171,661,4,216942.73958747394,Loyal Customers
CUST100676,374,8,216867.2040233604,Loyal Customers
CUST104655,19,5,216748.49931149144,Champions
CUST103961,683,6,216702.98716995105,Loyal Customers
CUST105850,11,4,216653.39429709635,Champions
CUST101957,6,5,216471.42070602515,Champions
CUST102188,633,6,216124.97565323673,Loyal Customers
CUST103071,582,5,216099.03714591602,Loyal Customers
CUST100592,27,8,216085.99544806237,Champions
CUST105600,4,8,215899.06758391004,Champions
CUST105177,91,5,215772.12546595075,Champions
CUST105533,9,8,215592.44246374627,Champions
CUST100946,272,8,215517.96815560758,Champions
CUST100741,251,8,215456.64545181286,Champions
CUST106935,132,8,215365.2754806444,Champions
CUST107227,481,8,215242.71112035715,Loyal Customers
CUST102989,468,6,215025.1233178436,Loyal Customers
CUST101409,8,8,215019.55241363792,Champions
CUST106084,282,8,214080.56119036116,Champions
CUST101509,246,6,213747.45184658837,Champions
CUST101990,6,8,213555.5466211936,Champions
CUST104889,357,8,213532.77647221118,Loyal Customers
CUST100232,341,6,213526.37342819414,Loyal Customers
CUST106945,317,6,213340.20772532793,Loyal Customers
CUST102946,20,6,213313.4211659341,Champions
CUST107928,25,4,212994.8193707612,Champions
CUST100511,576,8,212894.4913228896,Loyal Customers
CUST107397,395,10,212860.7128783792,Loyal Customers
CUST106593,20,5,212800.38067879464,Champions
CUST103461,122,5,212764.46055306937,Champions
CUST106401,392,4,212701.88075398782,Loyal Customers
CUST107972,11,5,211886.86128965067,Champions
CUST103946,537,6,211463.27994489053,Loyal Customers
CUST103960,701,10,211447.27171022102,Loyal Customers
CUST107981,624,4,211223.86575474273,Loyal Customers
CUST106040,229,5,210982.4176400199,Champions
CUST104218,47,6,210732.40879215504,Champions
CUST103446,40,8,210602.71381224156,Champions
CUST100372,473,6,210478.95346749085,Loyal Customers
CUST101800,127,6,210421.23926634408,Champions
CUST101305,2,5,210277.29541199032,Champions
CUST103260,471,8,210019.5995012148,Loyal Customers
CUST107862,161,5,209822.78492033939,Champions
CUST104623,43,5,209704.73984788478,Champions
CUST102841,321,8,209162.93895574115,Loyal Customers
CUST103577,150,6,208862.1976438863,Champions
CUST101715,90,8,208798.62420388267,Champions
CUST102805,244,5,208708.67011482164,Champions
CUST104043,247,5,208191.12555510286,Champions
CUST104774,19,10,208097.80732451065,Champions
CUST107049,381,6,207969.5528213412,Loyal Customers
CUST103521,600,8,207794.17906516814,Loyal Customers
CUST104716,607,8,207581.23067192896,Loyal Customers
CUST102756,577,8,207028.91765652673,Loyal Customers
CUST106731,15,4,206922.2091118016,Champions
CUST105474,24,8,206899.84833280917,Champions
CUST102762,3,8,206646.79143240536,Champions
CUST100589,16,8,206323.9316077553,Champions
CUST103402,521,8,206278.3101378883,Loyal Customers
CUST105029,8,6,206255.5661769339,Champions
CUST102079,581,8,206074.88286044679,Loyal Customers
CUST105437,541,10,205942.86291898263,Loyal Customers
CUST105227,6,4,205341.5052012135,Champions
CUST104962,641,5,205022.24698186264,Loyal Customers
CUST102554,296,8,204937.19711352672,Champions
CUST106281,138,6,204715.98335872218,Champions
CUST102396,6,5,204485.9353349331,Champions
CUST103919,161,8,204204.48403546173,Champions
CUST104206,5,5,204022.41433317636,Champions
CUST103105,743,5,203659.2188823867,Loyal Customers
CUST105982,102,6,203640.4096695251,Champions
CUST104002,5,8,203591.23975513506,Champions
CUST100014,192,5,203534.3437239252,Champions
CUST103178,35,8,203385.51377204878,Champions
CUST100308,111,5,203363.4738953188,Champions
CUST106738,17,6,203276.7630566116,Champions
CUST102441,127,8,202667.06217824153,Champions
CUST101002,324,6,202578.21091171226,Loyal Customers
CUST105767,857,4,202490.81028441637,Loyal Customers
CUST107955,207,6,202449.35356804437,Champions
CUST104189,77,5,202307.13777332366,Champions
CUST107628,231,10,201827.41820403707,Champions
CUST106299,336,4,201747.60755779716,Loyal Customers
CUST105510,19,5,201722.17188873613,Champions
CUST103049,25,5,201349.87169083284,Champions
CUST100126,13,5,200733.3475805419,Champions
CUST106409,378,5,200618.53425896165,Loyal Customers
CUST100915,186,6,200425.02401914066,Champions
CUST103514,525,6,200215.28389507887,Loyal Customers
CUST106013,480,6,200186.39949278272,Loyal Customers
CUST102095,396,8,200008.5047016653,Loyal Customers
CUST100984,665,5,199909.989045617,Loyal Customers
CUST100655,1,10,199465.54489575527,Champions
CUST106619,432,10,199366.89479005523,Loyal Customers
CUST102006,245,8,199339.26355495205,Champions
CUST100418,642,5,199229.47750610925,Loyal Customers
CUST101401,307,6,198749.63539649287,Champions
CUST100503,183,8,198042.54609053367,Champions
CUST107059,284,8,198015.4835196281,Champions
CUST104435,775,5,197621.28719969027,Loyal Customers
CUST105312,756,6,197478.94803000573,Loyal Customers
CUST103494,498,6,197141.36032564635,Loyal Customers
CUST103542,359,6,196947.93807304293,Loyal Customers
CUST105942,14,8,196703.9550365699,Champions
CUST107051,464,10,196613.29424479246,Loyal Customers
CUST107745,78,4,196568.77201387036,Champions
CUST104079,42,8,196321.68199975108,Champions
CUST107388,611,15,196249.8437160258,Loyal Customers
CUST106752,379,6,195859.41775936054,Loyal Customers
CUST105253,596,8,195721.19773948198,Loyal Customers
CUST100111,709,5,195147.27446253912,Loyal Customers
CUST104016,243,5,195114.59372385588,Champions
CUST107684,749,8,194939.79316073257,Loyal Customers
CUST107639,454,4,194808.37073520923,Loyal Customers
CUST100082,10,8,194717.7314918515,Champions
CUST107494,46,10,194702.21191950084,Champions
CUST102569,488,6,194666.69415626198,Loyal Customers
CUST101030,644,6,194133.7243749204,Loyal Customers
CUST104994,47,6,193260.26028614122,Champions
CUST107135,128,5,193198.5428232695,Champions
CUST107825,570,4,193017.7344514302,Loyal Customers
CUST106478,23,15,192828.02284436408,Champions
CUST100054,76,6,192438.28113092072,Champions
CUST100495,234,8,192034.6373747428,Champions
CUST102889,10,8,191932.57595053158,Champions
CUST106885,59,5,191873.33537640737,Champions
CUST105883,218,5,191801.61800588327,Champions
CUST105051,21,10,191318.87633136177,Champions
CUST107359,13,6,190929.51370177243,Champions
CUST100761,23,5,190795.60304457988,Champions
CUST104854,31,8,190570.4442124494,Champions
CUST101263,564,8,190557.6893484717,Loyal Customers
CUST102468,542,5,190413.26131546844,Loyal Customers
CUST104875,558,6,190041.10676879672,Loyal Customers
CUST103540,96,5,189993.32832392032,Champions
CUST105790,399,5,189623.2590980376,Loyal Customers
CUST101596,42,6,189333.8686562262,Champions
CUST107604,684,6,189256.91984384565,Loyal Customers
CUST107902,715,5,189223.59927986492,Loyal Customers
CUST107870,9,15,188820.4637297625,Champions
CUST105691,359,6,188602.7777270208,Loyal Customers
CUST102439,32,10,188342.26929290648,Champions
CUST107509,491,5,188339.99078214908,Loyal Customers
CUST102757,133,5,188128.99942013164,Champions
CUST104778,326,6,187955.50838482106,Loyal Customers
CUST107302,826,5,187760.54086459975,Loyal Customers
CUST107209,730,4,187535.16856174407,Loyal Customers
CUST105461,428,6,187309.9526079164,Loyal Customers
CUST103712,461,8,187186.20024135642,Loyal Customers
CUST100862,25,10,187179.37691360485,Champions
CUST104967,2,5,187120.17789088993,Champions
CUST104903,96,8,187105.22514232108,Champions
CUST106930,361,4,187018.37911546777,Loyal Customers
CUST106765,83,8,187018.05798818314,Champions
CUST100237,318,8,186926.86570830172,Loyal Customers
CUST102684,530,6,186834.12456154055,Loyal Customers
CUST100055,723,8,186566.522405625,Loyal Customers
CUST101183,476,8,186555.61463658328,Loyal Customers
CUST107721,178,6,186435.32444796304,Champions
CUST101425,19,10,186401.1717793697,Champions
CUST100056,118,5,186247.79115115752,Champions
CUST102778,1,5,186084.83256480278,Champions
CUST106661,389,5,185779.54528732924,Loyal Customers
CUST100530,435,6,185750.59577555672,Loyal Customers
CUST106980,290,10,185615.95916762826,Champions
CUST105535,20,4,185160.39392391432,Champions
CUST101179,6,5,185132.66146900418,Champions
CUST102664,2,6,184970.8153079597,Champions
CUST102789,5,10,184917.0980296457,Champions
CUST105164,228,8,184905.2991402738,Champions
CUST100643,215,6,184743.93190973642,Champions
CUST100272,358,15,184318.4882147611,Loyal Customers
CUST102829,370,5,184227.61602117156,Loyal Customers
CUST103713,440,6,184160.02961914265,Loyal Customers
CUST105040,87,5,184010.70466904558,Champions
CUST102147,72,5,183958.38670190232,Champions
CUST107021,136,10,183738.4703547698,Champions
CUST104062,41,10,183713.94336815257,Champions
CUST107260,122,4,183683.53371834903,Champions
CUST106477,592,6,183493.26954446273,Loyal Customers
CUST102388,751,6,183430.36113674048,Loyal Customers
CUST104082,596,8,183353.13635647396,Loyal Customers
CUST101215,270,8,183322.62822556903,Champions
CUST101810,56,8,183306.7459782671,Champions
CUST103748,22,10,182688.79629415364,Champions
CUST102103,56,6,182528.97058996794,Champions
CUST103666,1,8,182497.9585275494,Champions
CUST106837,609,4,182312.62226938893,Loyal Customers
CUST101705,504,8,182229.5406529181,Loyal Customers
CUST100175,18,10,182167.2602516843,Champions
CUST107652,110,4,182153.83997005862,Champions
CUST100207,544,8,182091.24854425978,Loyal Customers
CUST100306,395,5,181896.83416892597,Loyal Customers
CUST106309,778,8,181343.85542129903,Loyal Customers
CUST104145,648,5,181030.6746032171,Loyal Customers
CUST104294,3,8,180345.6560520947,Champions
CUST107718,469,15,180311.80563888233,Loyal Customers
CUST100703,298,5,180235.50346622049,Champions
CUST104459,21,6,180212.13649324546,Champions
CUST107830,172,5,179992.3890618804,Champions
CUST105329,585,4,179679.21165589112,Loyal Customers
CUST106400,48,5,179330.15414017806,Champions
CUST106705,21,4,179231.18126291517,Champions
CUST102423,8,6,179180.2125412097,Champions
CUST104042,399,6,179141.4148538857,Loyal Customers
CUST106005,683,6,178807.97525387426,Loyal Customers
CUST106774,712,6,178770.42518036708,Loyal Customers
CUST101568,460,10,178608.8150492836,Loyal Customers
CUST106588,31,8,178598.32044236743,Champions
CUST106698,393,8,178571.89334253568,Loyal Customers
CUST107950,16,8,178571.05815735704,Champions
CUST100398,5,5,178390.785110737,Champions
CUST103236,518,6,178328.8706453252,Loyal Customers
CUST101847,477,8,178249.33288388027,Loyal Customers
CUST100084,34,8,178203.66389722892,Champions
CUST101501,708,5,178174.0033882219,Loyal Customers
CUST100001,856,6,178131.4158512702,Loyal Customers
CUST107089,13,5,178018.23922927023,Champions
CUST102657,14,8,178001.97144377232,Champions
CUST106483,239,4,177960.94784261132,Champions
CUST102798,288,8,177768.8713637925,Champions
CUST104956,12,6,177767.3912140812,Champions
CUST102009,393,5,177600.73711315403,Loyal Customers
CUST106965,102,15,177556.57865132697,Champions
CUST104338,593,6,177470.25736882645,Loyal Customers
CUST107925,287,6,177102.14270979425,Champions
CUST102951,337,5,177052.0895250917,Loyal Customers
CUST107797,39,4,176884.48220448854,Champions
CUST100331,687,6,176721.53408814024,Loyal Customers
CUST104687,201,5,176531.5356658196,Champions
CUST103357,711,5,176269.99851990078,Loyal Customers
CUST106548,396,6,176145.15338874658,Loyal Customers
CUST103679,543,8,176136.87279278648,Loyal Customers
CUST106315,13,4,176008.0641682076,Champions
CUST104664,264,6,175772.4337706722,Champions
CUST105961,204,5,175527.01409179886,Champions
CUST101812,26,8,175277.52566048072,Champions
CUST102510,312,6,175185.1707805548,Champions
CUST100601,584,6,175065.89582562685,Loyal Customers
CUST104055,633,5,174899.28953310332,Loyal Customers
CUST102500,3,8,174847.31637094604,Champions
CUST103616,342,6,174513.35282390515,Loyal Customers
CUST101582,353,15,174450.99160138934,Loyal Customers
CUST101209,632,5,174206.88090212582,Loyal Customers
CUST107347,462,15,173832.9563471112,Loyal Customers
CUST101859,623,6,173432.25929442828,Loyal Customers
CUST103804,3,15,173290.94547588486,Champions
CUST105017,3,6,172792.0805901072,Champions
CUST100697,11,6,172495.9688170985,Champions
CUST100301,685,5,172385.66381884937,Loyal Customers
CUST107549,47,6,172299.5970606051,Champions
CUST106451,469,4,172236.61551348728,Loyal Customers
CUST100875,60,8,172201.55930803574,Champions
CUST100479,433,8,172107.59880724837,Loyal Customers
CUST101136,502,5,172083.74703906075,Loyal Customers
CUST102810,230,5,171846.49777746218,Champions
CUST100471,729,8,171841.38596220527,Loyal Customers
CUST107398,463,5,171521.09954189774,Loyal Customers
CUST105653,179,6,171511.52136107028,Champions
CUST102501,609,5,171475.01670494326,Loyal Customers
CUST106504,125,8,171396.4237463723,Champions
CUST104471,313,6,170685.5604673256,Champions
CUST104514,50,8,170435.82290119547,Champions
CUST104017,346,6,170393.2416812617,Loyal Customers
CUST103933,14,6,169846.82841310668,Champions
CUST101351,124,6,169760.93899619338,Champions
CUST101524,414,5,169759.1366077439,Loyal Customers
CUST107132,646,6,169528.49281295927,Loyal Customers
CUST106021,302,5,169387.46687460528,Champions
CUST106587,794,6,169287.09625253177,Loyal Customers
CUST107241,190,5,169278.4021982995,Champions
CUST106311,237,8,168577.87643698143,Champions
CUST102266,10,8,168467.99289467727,Champions
CUST100076,125,5,168441.13485629423,Champions
CUST103161,1,15,168202.69276118232,Champions
CUST104986,767,6,168174.7771102504,Loyal Customers
CUST100732,79,8,167989.84715912218,Champions
CUST103019,424,6,167587.94991930266,Loyal Customers
CUST102000,661,6,167577.7657721875,Loyal Customers
CUST105963,552,8,167489.46947655678,Loyal Customers
CUST104698,408,15,167367.52325799104,Loyal Customers
CUST100086,455,5,166965.39414106286,Loyal Customers
CUST106348,118,6,166889.88056187818,Champions
CUST107551,381,6,166660.13070521888,Loyal Customers
CUST107496,5,6,166578.4789319287,Champions
CUST105769,779,6,166410.99141312312,Loyal Customers
CUST106579,167,6,166262.7700702651,Champions
CUST105857,167,6,165875.80384960823,Champions
CUST106727,626,4,165858.69688056933,Loyal Customers
CUST100116,258,8,165620.96373170766,Champions
CUST100684,120,6,165410.7439442475,Champions
CUST103361,207,5,165258.00243670703,Champions
CUST103502,30,6,165224.49283518022,Champions
CUST100236,231,6,165076.70400591273,Champions
CUST104414,457,6,165062.0666287125,Loyal Customers
CUST103002,114,5,165036.92673968253,Champions
CUST101943,539,8,164854.7975220549,Loyal Customers
CUST106206,2,15,164719.88369231363,Champions
CUST106501,231,6,164614.59032782997,Champions
CUST107130,539,10,164614.53950269357,Loyal Customers
CUST107906,532,6,164294.3719340416,Loyal Customers
CUST103392,282,5,164210.86474532203,Champions
CUST100315,496,15,164210.16223556738,Loyal Customers
CUST100181,681,8,163967.37326435823,Loyal Customers
CUST107465,41,5,163923.98716610108,Champions
CUST105409,619,5,163608.78739734853,Loyal Customers
CUST101503,535,8,163223.6434774592,Loyal Customers
CUST106425,527,4,163036.2194927236,Loyal Customers
CUST102349,49,6,162862.52686813846,Champions
CUST104501,17,6,162528.61835085787,Champions
CUST105398,597,6,162197.55195528144,Loyal Customers
CUST105915,208,4,161856.2288089933,Champions
CUST100365,1,8,161787.73464195366,Champions
CUST105508,63,6,161730.64222928058,Champions
CUST104105,2,5,161711.10765054316,Champions
CUST101673,718,6,161662.38417012923,Loyal Customers
CUST103901,77,5,161310.24376861515,Champions
CUST106694,635,5,161237.76777180884,Loyal Customers
CUST101635,392,8,161231.47909853462,Loyal Customers
CUST101820,61,15,161010.40859424337,Champions
CUST106559,604,6,160882.29493286877,Loyal Customers
CUST107781,579,5,160748.79741794063,Loyal Customers
CUST102726,566,6,160711.81331767308,Loyal Customers
CUST105098,328,6,160686.81953050365,Loyal Customers
CUST101993,705,6,159643.82109016518,Loyal Customers
CUST107723,58,6,159539.6841523646,Champions
CUST103790,597,5,159377.11983240492,Loyal Customers
CUST104906,3,5,159376.13218325985,Champions
CUST103863,92,8,159136.43334358727,Champions
