CustomerID,Age,Tenure_Years,Balance,IsActiveMember,RiskScore,RiskCategory,Churn
2703,54,4,66701.66882791526,0,75,High Risk,0
3208,50,0,211327.94533252617,0,75,High Risk,0
3220,41,6,57489.346076746355,0,75,High Risk,1
2821,43,10,4656.922131098085,0,75,High Risk,1
2825,47,9,63750.439506729956,0,75,High Risk,1
4519,64,4,12970.201642620166,0,75,High Risk,1
9699,43,0,173042.56928296026,0,75,High Risk,1
8574,67,3,79876.25842895318,0,75,High Risk,1
8606,34,4,39680.87171918646,0,75,High Risk,1
8461,35,0,18438.23091445698,0,75,High Risk,0
8474,64,1,247017.32806254274,0,75,High Risk,1
5755,36,1,184317.17256327122,0,75,High Risk,1
5767,27,1,70966.1918287132,1,75,High Risk,1
4070,55,3,17799.573621383097,0,75,High Risk,1
4117,42,4,11658.190683448061,0,75,High Risk,1
4358,18,2,24880.60204351916,0,75,High Risk,1
4383,48,0,50990.57932719167,0,75,High Risk,1
3513,53,2,67071.96272220813,0,75,High Risk,0
3407,25,4,3583.129821607134,0,75,High Risk,0
3417,53,6,52148.33000313948,0,75,High Risk,1
3426,52,2,71550.09926624598,1,75,High Risk,1
4009,61,2,95771.7282786292,0,75,High Risk,1
4046,18,3,49925.1040165708,0,75,High Risk,1
9242,44,6,14404.141380098907,0,75,High Risk,1
4240,59,4,57071.26552985087,0,75,High Risk,0
4248,34,6,47508.26995888666,0,75,High Risk,1
4266,74,0,236806.9503652474,0,75,High Risk,1
4156,20,0,12090.616398815451,0,75,High Risk,1
4161,35,5,64342.182469558364,0,75,High Risk,1
6071,27,3,28084.30801101014,0,75,High Risk,1
5995,35,1,42941.39752886972,0,75,High Risk,1
8525,43,2,36574.864707864224,0,75,High Risk,0
8365,60,2,55276.4023845172,0,75,High Risk,0
8429,48,3,33901.945685334525,0,75,High Risk,1
5723,45,0,207375.81851007126,0,75,High Risk,1
3995,30,0,169900.09795627088,0,75,High Risk,1
3997,48,2,146323.910095565,0,75,High Risk,0
5918,39,4,23802.488287798933,0,75,High Risk,0
5964,49,2,67976.01110037346,0,75,High Risk,0
7996,40,2,222371.95113395536,0,75,High Risk,0
8034,30,5,38259.397602135396,0,75,High Risk,1
8043,51,3,72176.44555936393,0,75,High Risk,1
8067,39,0,199265.93925097803,0,75,High Risk,1
6291,68,3,20189.772485572048,0,75,High Risk,0
8189,40,0,167876.94732423604,0,75,High Risk,1
6237,24,6,12460.662521931565,0,75,High Risk,0
5971,67,4,45684.68786440935,0,75,High Risk,1
6553,42,1,221365.59918845922,0,75,High Risk,1
6435,55,3,41553.87363085297,0,75,High Risk,0
6022,33,9,21506.538471717544,0,75,High Risk,1
6029,64,1,197173.21265995744,0,75,High Risk,1
6034,53,3,65341.00704566273,0,75,High Risk,1
5914,47,2,158109.4536784023,0,75,High Risk,1
10081,43,3,43242.21902602493,0,75,High Risk,1
10107,56,3,21211.832484685583,0,75,High Risk,0
6338,32,6,61514.68664378118,0,75,High Risk,1
6350,45,2,22766.831713942727,0,75,High Risk,1
6363,45,0,108066.46869947953,0,75,High Risk,1
6373,28,9,40955.9965676706,0,75,High Risk,0
6378,18,1,129140.19977266758,0,75,High Risk,1
6420,27,2,143093.3743363243,0,75,High Risk,1
5773,54,4,75064.44052213352,0,75,High Risk,1
5784,30,8,44797.58238787901,0,75,High Risk,0
5694,52,2,198405.52632489434,0,75,High Risk,1
6250,51,3,81712.1546258861,0,75,High Risk,1
10154,53,1,141955.0405540106,0,75,High Risk,1
10051,51,0,82221.37367831256,0,75,High Risk,0
10070,55,8,2106.864390531288,0,75,High Risk,1
10076,68,1,12201.006139344023,0,75,High Risk,1
6983,74,0,157645.07065502743,0,75,High Risk,1
6985,68,3,12070.25504717546,0,75,High Risk,1
7020,59,0,239546.69824646725,0,75,High Risk,1
6691,46,0,176540.08078096504,0,75,High Risk,1
6699,43,2,44875.351322750364,1,75,High Risk,1
3678,21,10,63788.83468859495,0,75,High Risk,0
3629,38,2,19122.443313532993,0,75,High Risk,0
3635,70,3,64452.410682452886,0,75,High Risk,1
9869,45,1,177373.7178679107,0,75,High Risk,1
6860,35,1,97931.8377878323,0,75,High Risk,1
6897,21,1,1715.7401469133083,0,75,High Risk,1
6900,61,5,9182.339886157215,0,75,High Risk,1
6941,25,1,21453.633146560485,1,75,High Risk,0
7092,46,3,36726.972518051734,0,75,High Risk,0
7098,46,7,64787.04966480003,0,75,High Risk,1
7103,27,2,76846.26187167523,0,75,High Risk,0
2603,35,2,194752.8805082117,0,75,High Risk,1
2644,51,3,15354.36041095503,0,75,High Risk,1
10004,18,4,29810.79538558587,0,75,High Risk,1
10018,33,2,211985.26978785734,0,75,High Risk,1
10030,34,9,3468.2670363160305,0,75,High Risk,1
10042,49,4,56746.54531040901,0,75,High Risk,1
10045,40,1,220349.2759893877,0,75,High Risk,1
10046,22,10,37572.87621979869,0,75,High Risk,0
8199,71,3,33647.283454490804,0,75,High Risk,1
8154,54,7,33739.10982439857,0,75,High Risk,1
9912,32,3,17304.66685234702,0,75,High Risk,1
9955,40,2,181827.4988841662,0,75,High Risk,1
9977,49,4,58427.15960740524,0,75,High Risk,1
9980,41,0,198358.23970623524,0,75,High Risk,0
9986,69,1,20873.76770371266,0,75,High Risk,0
2579,33,0,242799.89197902224,0,75,High Risk,0
6760,57,2,87122.18572951158,0,75,High Risk,1
6637,76,4,53621.09183982461,0,75,High Risk,1
6679,50,3,134453.09115734574,0,75,High Risk,1
7158,31,10,14364.889306226563,0,75,High Risk,1
7159,46,7,80560.5875685071,0,75,High Risk,1
7890,43,4,16699.015763837004,0,75,High Risk,0
7924,34,4,159213.60669212727,0,75,High Risk,0
7925,18,0,169675.8787097867,0,75,High Risk,0
9030,46,3,46818.05423445809,0,75,High Risk,1
9057,46,2,224382.16485888936,0,75,High Risk,0
3986,30,0,192889.53945382158,0,75,High Risk,1
6577,34,2,76072.96462870989,0,75,High Risk,1
6599,46,6,22313.866803730736,0,75,High Risk,1
7081,68,2,176293.8538017831,0,75,High Risk,1
6731,42,3,37390.98387295647,0,75,High Risk,1
6749,44,2,11639.899706048924,1,75,High Risk,1
8998,32,1,154095.36645150016,0,75,High Risk,1
4452,26,3,59091.10517642382,0,75,High Risk,1
4479,62,8,56489.38515941307,0,75,High Risk,1
4485,29,5,33698.271595630074,0,75,High Risk,0
9275,28,10,64439.965724534726,0,75,High Risk,1
9125,39,3,4996.938892751712,0,75,High Risk,0
9153,37,0,13933.72029593279,0,75,High Risk,0
9028,45,1,42959.49954390321,0,75,High Risk,0
3347,37,5,70886.5061314537,0,75,High Risk,1
3386,33,0,115373.24037289814,0,75,High Risk,0
3399,48,8,36447.008805140766,0,75,High Risk,1
3295,32,6,81925.83721127972,0,75,High Risk,1
3327,28,4,82321.74346001056,0,75,High Risk,1
9083,37,2,187941.14532735996,0,75,High Risk,0
8931,54,5,1541.9276551600358,0,75,High Risk,1
8964,56,2,167055.84014829886,0,75,High Risk,1
10454,48,3,77139.98113113007,0,75,High Risk,1
7600,71,2,19042.665472981225,0,75,High Risk,0
7637,50,0,48999.34219372221,1,75,High Risk,1
7546,39,10,81988.73261989756,0,75,High Risk,1
7556,23,0,74110.2480688539,1,75,High Risk,0
7563,42,1,83026.53251143647,0,75,High Risk,1
1118,27,3,17524.57471482219,0,75,High Risk,1
1640,25,2,73623.17875088501,0,75,High Risk,1
1896,54,9,55746.491185134364,0,75,High Risk,1
1554,48,0,72165.01514620111,0,75,High Risk,0
10418,50,2,173802.9174618394,0,75,High Risk,1
10331,66,1,215929.493752587,0,75,High Risk,1
7434,24,0,181916.2511136712,0,75,High Risk,0
1301,32,1,213954.4640934935,0,75,High Risk,1
10966,52,0,60356.638539354964,0,75,High Risk,1
1088,49,1,79490.73197884837,0,75,High Risk,1
7850,30,0,35477.68493233619,0,75,High Risk,1
7760,47,6,30995.83396138267,0,75,High Risk,1
10827,19,0,93175.64593860974,0,75,High Risk,1
1956,61,1,228499.54400992882,0,75,High Risk,1
1979,21,0,164952.52870034904,0,75,High Risk,1
1985,44,10,70523.26920390983,0,75,High Risk,1
1997,71,0,7780.036425812098,1,75,High Risk,0
2008,54,3,78755.18830367271,0,75,High Risk,1
2023,44,0,147993.14821901458,0,75,High Risk,0
2036,68,2,63925.36014130881,0,75,High Risk,1
2055,36,4,66857.01815230177,0,75,High Risk,1
1822,66,2,27488.99044054498,0,75,High Risk,1
1842,55,4,21118.049140567975,0,75,High Risk,1
1773,54,1,2749.6002676149487,0,75,High Risk,1
2324,52,7,70174.11927011011,0,75,High Risk,1
1784,54,0,69754.4209413416,0,75,High Risk,1
1512,44,3,27571.767105916246,0,75,High Risk,1
1946,28,4,25869.80666344327,0,75,High Risk,1
7942,59,8,81449.3486864063,0,75,High Risk,0
7974,62,5,48765.43042569914,0,75,High Risk,0
1573,49,2,872.9396507425602,0,75,High Risk,1
1634,38,4,39789.75796247578,0,75,High Risk,0
1518,30,3,17208.962879151495,0,75,High Risk,1
1532,20,2,162492.6555626387,0,75,High Risk,1
9384,63,2,70516.70915132851,0,75,High Risk,0
9393,68,2,108185.39571367242,0,75,High Risk,1
9412,60,2,7811.654742334362,0,75,High Risk,1
1416,33,0,182576.3192452633,0,75,High Risk,1
1422,71,0,21633.132205979262,0,75,High Risk,1
1463,34,3,77080.85545493284,0,75,High Risk,0
1467,54,9,51240.2547193897,0,75,High Risk,1
1478,49,4,63299.947745753176,0,75,High Risk,1
9350,64,1,160428.81016397226,0,75,High Risk,1
9360,36,0,52553.00847471525,0,75,High Risk,1
3984,49,6,21116.04121321861,0,75,High Risk,1
3855,63,4,17227.42390079554,0,75,High Risk,0
3873,18,1,17090.62496822747,1,75,High Risk,1
3345,18,4,82806.62907374087,0,75,High Risk,1
9415,36,9,18491.883287169414,0,75,High Risk,1
9471,43,1,77533.21124759188,0,75,High Risk,0
1646,40,6,23399.451531663562,0,75,High Risk,1
1662,36,1,75741.91754895785,0,75,High Risk,1
1715,44,3,78687.1748646157,0,75,High Risk,1
7444,58,0,100517.60040435697,0,75,High Risk,1
7451,40,0,58820.97665080593,1,75,High Risk,0
10920,46,0,173330.76479612378,0,75,High Risk,1
10948,35,1,16955.842992797177,1,75,High Risk,0
9292,78,6,79347.60729085846,0,75,High Risk,1
10994,22,2,205590.5297706782,0,70,High Risk,1
1163,62,3,245960.29291730394,0,70,High Risk,1
1180,80,0,3895.4488751289928,1,70,High Risk,1
1353,57,5,72683.55711465566,0,70,High Risk,0
1370,33,1,18809.626937978246,1,70,High Risk,0
1428,55,1,238174.5347925687,0,70,High Risk,1
10669,31,0,102167.943956771,1,70,High Risk,0
10682,24,8,28313.15203204185,0,70,High Risk,1
10726,40,0,26520.59052732392,1,70,High Risk,0
10728,24,2,128970.52958241776,0,70,High Risk,0
10775,40,2,103669.21299873044,0,70,High Risk,1
10817,46,0,142942.89379191288,1,70,High Risk,1
10848,48,10,60439.88697625838,0,70,High Risk,1
10858,39,2,166505.20711812677,0,70,High Risk,1
10864,28,2,45896.25777133347,1,70,High Risk,1
10898,40,7,62357.51068622836,0,70,High Risk,1
10918,36,3,92041.68950586735,0,70,High Risk,0
10945,42,0,26442.1990655547,1,70,High Risk,1
1132,46,3,191839.41526068634,0,70,High Risk,1
7456,29,0,36959.22363200521,1,70,High Risk,0
7497,59,2,89279.26489840151,0,70,High Risk,0
7511,68,2,119101.17968459,0,70,High Risk,0
7530,32,1,82999.43820279898,0,70,High Risk,1
7531,53,2,167868.88526815054,0,70,High Risk,0
7536,57,1,160224.74056822265,0,70,High Risk,0
2187,30,4,54115.04347432242,0,70,High Risk,0
2191,46,1,35792.355346158045,1,70,High Risk,1
2196,51,1,47568.77305842236,1,70,High Risk,0
2297,58,2,137121.6115239788,0,70,High Risk,1
2321,45,6,79856.83964613496,0,70,High Risk,1
2362,53,0,39669.41129848894,1,70,High Risk,1
2369,38,1,113251.70342336477,0,70,High Risk,1
1748,33,2,157702.51156663228,0,70,High Risk,1
10098,26,4,216484.11266910617,0,70,High Risk,1
10108,51,2,26955.344405024145,1,70,High Risk,0
10116,58,0,53926.88128671289,1,70,High Risk,0
10162,43,1,65114.45009772174,1,70,High Risk,1
2074,25,4,4997.249736222564,0,70,High Risk,1
2115,47,1,17410.372702829663,0,70,High Risk,1
2125,69,2,102011.31680376691,0,70,High Risk,1
2183,58,8,44618.02355353059,0,70,High Risk,0
2520,72,7,58213.68786172898,0,70,High Risk,1
2526,61,0,49647.40412340235,1,70,High Risk,0
2544,38,1,161475.8649151919,0,70,High Risk,1
2566,40,2,56046.63768556417,0,70,High Risk,0
2594,58,0,61986.28593852029,1,70,High Risk,1
9920,57,1,54569.41490797235,1,70,High Risk,1
9985,41,9,6225.943044648157,0,70,High Risk,1
10091,55,0,88641.36477850024,0,70,High Risk,1
2707,55,1,155286.09726732835,0,70,High Risk,1
2751,18,0,72203.85157446696,1,70,High Risk,1
2763,46,3,117418.21324419307,0,70,High Risk,1
2776,25,1,247964.1988119271,0,70,High Risk,0
2895,43,5,64798.28729691631,0,70,High Risk,1
2404,55,0,39003.45400588448,1,70,High Risk,0
2469,27,3,198266.12341473773,0,70,High Risk,1
2473,42,1,126797.97200453283,0,70,High Risk,1
6328,48,6,4885.645992514592,0,70,High Risk,1
6447,24,2,167292.77352875407,0,70,High Risk,0
6453,70,7,67078.92259381001,0,70,High Risk,0
6467,49,0,28470.267307598413,1,70,High Risk,0
6468,48,0,220766.9250125506,0,70,High Risk,1
6521,33,0,30606.477795814822,1,70,High Risk,0
6546,19,2,71504.42570757642,1,70,High Risk,1
5933,68,2,93203.35553549786,0,70,High Risk,0
8124,44,1,213188.64163782296,0,70,High Risk,1
8129,47,2,141836.0483784938,0,70,High Risk,1
8138,35,8,79373.22309127281,0,70,High Risk,0
8139,37,1,234873.94663062034,0,70,High Risk,1
8170,45,1,166705.46798908265,0,70,High Risk,1
8181,49,1,19711.629567999156,0,70,High Risk,0
6227,38,2,180884.23382399126,0,70,High Risk,1
6241,43,2,73726.27900361086,1,70,High Risk,1
6788,74,2,229465.71268855748,0,70,High Risk,0
6810,41,0,25475.00622290985,1,70,High Risk,1
8059,74,0,47060.16388988812,1,70,High Risk,0
8085,40,1,72464.45950753361,1,70,High Risk,0
8086,18,4,17569.058971924984,0,70,High Risk,1
8099,31,1,68644.85185825067,0,70,High Risk,0
8103,46,2,63490.84421428186,1,70,High Risk,0
8112,47,0,34891.70432708041,1,70,High Risk,0
7064,80,8,26008.941957536754,0,70,High Risk,1
7122,47,3,30507.11926625202,0,70,High Risk,1
6565,45,0,98268.2996162029,0,70,High Risk,1
6573,39,3,35749.9155390916,0,70,High Risk,1
6668,55,0,73005.52100325609,1,70,High Risk,1
6725,38,3,4090.4297044564996,0,70,High Risk,0
6742,30,4,191259.98283958528,0,70,High Risk,1
6762,52,0,2073.3273594642496,1,70,High Risk,1
5835,18,2,146233.74688615638,0,70,High Risk,1
5875,35,0,238293.71279850608,0,70,High Risk,0
5889,48,3,72562.26099065699,0,70,High Risk,0
5225,24,10,36235.26691000389,0,70,High Risk,1
5336,35,3,91721.28790937223,0,70,High Risk,1
5340,40,6,65964.97138924082,0,70,High Risk,1
5373,28,2,149719.50962209157,0,70,High Risk,1
5379,49,0,68142.91735460362,1,70,High Risk,0
8562,28,2,161108.96570698597,0,70,High Risk,1
5608,52,0,96207.49372388815,0,70,High Risk,1
5638,26,0,58890.464952632006,1,70,High Risk,1
5697,52,10,28116.60899034113,0,70,High Risk,0
5722,52,4,141732.00288408305,0,70,High Risk,0
5739,24,1,61184.79442677105,1,70,High Risk,1
5769,60,1,115102.93500638874,0,70,High Risk,1
5822,42,2,22196.31892353352,0,70,High Risk,1
8313,48,0,193290.7493369053,0,70,High Risk,1
8343,57,10,56456.45840479621,0,70,High Risk,1
8351,31,0,248081.16350336233,0,70,High Risk,0
8417,56,2,71036.91964739209,0,70,High Risk,1
8444,56,4,50762.20252622471,0,70,High Risk,1
8467,40,2,150288.73827255797,0,70,High Risk,0
8514,38,0,38873.91576758489,1,70,High Risk,1
8536,28,1,149669.07976687848,0,70,High Risk,1
6015,46,4,125814.52082258885,0,70,High Risk,1
6065,56,1,64109.52649961452,0,70,High Risk,0
6075,48,1,112.25703296269262,1,70,High Risk,1
6128,44,4,236571.38837829191,0,70,High Risk,1
6158,80,0,8925.35721429083,1,70,High Risk,1
6165,56,0,95474.37191063273,0,70,High Risk,1
8267,58,2,123708.92629346764,0,70,High Risk,1
8287,61,0,26223.683260817976,1,70,High Risk,1
5110,48,0,223494.16857649054,0,70,High Risk,1
5132,45,7,69799.17278914491,0,70,High Risk,1
5137,44,8,75903.24145675823,0,70,High Risk,1
5170,34,10,74551.62033437673,0,70,High Risk,1
5182,37,1,123262.1615717642,0,70,High Risk,0
4561,48,1,159986.2337762,0,70,High Risk,1
4696,40,4,67144.04520038169,0,70,High Risk,1
4716,42,0,124474.17564571783,0,70,High Risk,1
8918,38,1,75483.73442134987,1,70,High Risk,1
4942,63,0,82454.90966972781,1,70,High Risk,0
4943,36,3,6027.918732249782,0,70,High Risk,1
5001,32,1,16342.603244327098,0,70,High Risk,1
5017,37,4,214886.3471960697,0,70,High Risk,0
5038,41,1,2938.0648994961343,1,70,High Risk,1
5076,46,0,169152.8620407709,0,70,High Risk,1
5100,46,0,145378.9585804697,0,70,High Risk,1
8691,51,3,49576.77992410231,0,70,High Risk,1
8701,58,2,158265.20168684996,0,70,High Risk,1
8704,59,2,95238.77393091396,0,70,High Risk,1
8737,80,0,127667.15538517601,0,70,High Risk,1
8768,19,7,10320.478722129961,0,70,High Risk,1
8792,33,0,180702.97934322827,0,70,High Risk,0
8794,38,0,87101.35345077538,0,70,High Risk,0
8885,47,2,61761.88805244273,1,70,High Risk,1
5386,38,9,80611.20794959503,0,70,High Risk,1
5413,29,2,36903.43905668414,0,70,High Risk,0
5441,24,4,164132.6090470465,0,70,High Risk,0
5531,47,4,122837.51013984387,0,70,High Risk,1
5548,44,2,237902.07118339042,0,70,High Risk,1
5555,43,2,149281.97760525497,0,70,High Risk,0
5557,29,2,95633.2673598903,0,70,High Risk,1
8618,67,3,135458.82634115565,0,70,High Risk,1
9287,47,7,78819.57458278214,0,70,High Risk,1
3987,43,2,73666.78042286787,1,70,High Risk,1
4089,18,6,7299.380504870195,0,70,High Risk,1
4104,61,4,2257.9517351626055,0,70,High Risk,1
4120,69,2,66455.13518065622,0,70,High Risk,1
4134,67,4,117349.39433465968,0,70,High Risk,0
4180,52,0,80842.43880858833,1,70,High Risk,1
4184,40,3,120773.39957858749,0,70,High Risk,1
8947,61,4,198415.62742446654,0,70,High Risk,1
9025,18,3,55421.68532662006,0,70,High Risk,0
9073,35,0,66520.7079928114,1,70,High Risk,1
9089,51,0,106031.39702484343,0,70,High Risk,0
9097,62,2,127685.1425937234,0,70,High Risk,0
9116,42,2,22270.04283772599,1,70,High Risk,0
9137,31,2,35956.29461312858,0,70,High Risk,1
9245,34,2,160775.8749237598,0,70,High Risk,1
4305,61,2,55923.035833015834,1,70,High Risk,1
4361,27,0,112173.28424086698,0,70,High Risk,0
4371,43,5,49735.15376159818,0,70,High Risk,0
4378,30,0,67144.41494385814,1,70,High Risk,1
4403,47,1,5067.84317068959,0,70,High Risk,1
4439,25,2,41883.387743168634,1,70,High Risk,1
4469,38,0,96003.08137982302,0,70,High Risk,0
4489,31,10,66889.34043170213,0,70,High Risk,1
4721,59,1,243034.2394428594,0,70,High Risk,1
4764,57,1,237516.90577996618,0,70,High Risk,1
4791,53,1,237131.5823110891,0,70,High Risk,1
4824,47,0,245035.0720908351,0,70,High Risk,1
4830,52,9,31020.646403911862,0,70,High Risk,1
4902,43,0,98970.89139721233,1,70,High Risk,1
4298,30,7,61264.09731343574,0,70,High Risk,1
4300,62,3,135826.48164166362,0,70,High Risk,1
3545,80,4,48649.023205886406,0,70,High Risk,1
3566,38,0,120200.6269593133,0,70,High Risk,0
3569,57,1,77414.82709331832,0,70,High Risk,1
3577,66,2,106411.58324307973,0,70,High Risk,1
3591,63,1,212179.83223190354,0,70,High Risk,1
3650,58,2,14136.980296326985,1,70,High Risk,1
3651,31,0,148004.91676053306,0,70,High Risk,1
3655,35,0,9572.84654925511,1,70,High Risk,0
9340,42,9,1083.777152335319,0,70,High Risk,1
9367,53,0,66259.77237363071,1,70,High Risk,1
9383,46,4,127615.9531588656,0,70,High Risk,1
9426,44,4,288.0851986468702,0,70,High Risk,1
9436,47,3,184917.81523740862,0,70,High Risk,1
9477,47,7,78046.72343005217,0,70,High Risk,0
9530,38,4,36168.29052562881,0,70,High Risk,0
3536,40,1,32587.301665620987,0,70,High Risk,1
3881,18,2,27416.05537319958,1,70,High Risk,0
3927,43,1,141851.98382588,0,70,High Risk,1
3944,42,0,33733.33574007861,1,70,High Risk,1
3945,49,0,149194.55690208837,0,70,High Risk,1
3955,30,2,90165.28104579652,0,70,High Risk,1
3965,63,0,68088.3532833653,1,70,High Risk,1
9316,56,0,222274.03386895143,0,70,High Risk,1
9339,47,0,21944.090257896703,1,70,High Risk,1
4263,31,1,143008.44154013545,0,70,High Risk,1
3724,67,10,79569.07883587146,0,70,High Risk,0
3745,18,9,15897.010616446632,0,70,High Risk,1
3780,52,0,126915.05196903746,1,70,High Risk,0
3806,18,1,229439.46552006179,0,70,High Risk,1
3808,32,1,101959.8266687775,0,70,High Risk,1
3853,28,3,138819.8905561245,0,70,High Risk,1
3877,30,0,45910.96246709936,1,70,High Risk,1
3002,42,0,105501.201462147,0,70,High Risk,1
3106,69,0,4939.082296451791,1,70,High Risk,1
3181,42,7,71639.25603628185,0,70,High Risk,1
3191,21,10,69813.69522861324,0,70,High Risk,1
3219,76,2,97330.98043163025,0,70,High Risk,1
2679,59,4,93565.84541210289,0,70,High Risk,1
2686,62,2,187557.99968107423,0,70,High Risk,1
2695,46,0,133849.27525602255,1,70,High Risk,1
9710,31,1,243469.49375102037,0,70,High Risk,1
9736,35,0,90957.35143814565,0,70,High Risk,1
9755,35,0,2651.936896223089,1,70,High Risk,1
9784,27,0,241486.05103335832,0,70,High Risk,1
9860,18,4,210679.0711075565,0,70,High Risk,1
2942,39,0,31501.59665841845,1,70,High Risk,0
2976,39,0,15160.519362918818,1,70,High Risk,1
2984,57,0,40536.25089206125,1,70,High Risk,1
3498,40,0,171740.23874671114,0,70,High Risk,0
3516,49,1,188798.06490643625,0,70,High Risk,1
9545,45,1,9967.572371090611,0,70,High Risk,0
9610,33,0,148821.90984920124,0,70,High Risk,1
9652,53,2,240876.52881180317,0,70,High Risk,1
9676,58,1,92583.51950027827,0,70,High Risk,1
9677,48,4,13570.857439146766,0,70,High Risk,1
9704,54,1,24871.40367596119,0,70,High Risk,1
3686,49,4,61771.97120080288,0,70,High Risk,0
3696,66,1,184343.40838489652,0,70,High Risk,1
3711,32,4,108657.91040380223,0,70,High Risk,1
3291,71,8,59428.20506318869,0,70,High Risk,1
3316,51,1,3392.3924760039804,0,70,High Risk,1
3421,60,7,60471.16199569688,0,70,High Risk,0
3460,52,1,173656.25109552356,0,70,High Risk,1
3470,41,6,27538.40989490672,0,70,High Risk,1
10491,48,0,80202.37675073647,1,70,High Risk,1
10579,28,1,126943.53322419422,0,70,High Risk,0
10961,28,4,113603.20432341681,0,70,High Risk,1
1103,39,0,54667.599101167034,1,70,High Risk,1
1102,38,0,50888.36404436772,1,70,High Risk,0
1065,57,8,15204.077962449936,0,70,High Risk,1
1050,18,1,28170.7614388767,1,70,High Risk,1
7572,25,0,135425.27662465457,1,70,High Risk,1
10217,63,0,56946.99373979825,1,70,High Risk,1
10231,44,5,23006.92404167837,0,70,High Risk,0
10236,25,0,189675.87493021815,0,70,High Risk,1
10305,59,2,84574.36089767514,0,70,High Risk,1
10337,65,1,14773.891427789122,1,70,High Risk,1
10357,54,0,107205.83868800158,0,70,High Risk,0
10444,46,5,41604.512061180874,0,70,High Risk,1
10482,38,4,200968.79989747136,0,70,High Risk,1
1557,37,0,88721.0507317145,0,70,High Risk,1
1583,54,1,88297.30954283502,0,70,High Risk,1
1601,56,0,11114.153606671172,1,70,High Risk,0
1633,42,1,97851.7082141446,0,70,High Risk,1
1660,42,9,72206.16264495655,0,70,High Risk,1
1706,54,2,143237.1184243546,0,70,High Risk,0
1713,36,0,158018.27764175893,1,70,High Risk,0
10176,39,1,147286.33018146115,0,70,High Risk,0
1751,31,0,111767.07735695448,0,70,High Risk,0
1779,43,7,45346.99675782011,0,70,High Risk,0
1781,47,0,82763.41962967027,0,70,High Risk,1
1935,51,0,45224.843006091534,1,70,High Risk,0
2019,40,4,92436.9682656598,0,70,High Risk,1
1469,37,2,199928.73113197196,0,70,High Risk,1
1477,53,3,9212.955181447907,0,70,High Risk,1
1513,41,1,195017.84962601247,0,70,High Risk,1
7321,63,3,77244.76340125246,0,70,High Risk,1
7324,64,1,181155.25966468267,0,70,High Risk,1
7396,57,7,33528.74019340943,0,70,High Risk,1
6837,18,1,186471.9583398378,0,70,High Risk,0
6859,40,5,2383.6519503372124,0,70,High Risk,1
6913,63,2,73347.61903540704,1,70,High Risk,1
6962,76,8,75309.59066169013,0,70,High Risk,0
7056,67,2,54485.101022095136,1,70,High Risk,0
7175,50,2,98796.37690946636,0,70,High Risk,1
7242,30,2,44208.50302280141,0,70,High Risk,0
7281,46,2,118630.54144503652,0,70,High Risk,1
7286,35,2,168892.25480591742,0,70,High Risk,0
7288,55,1,145252.3798875443,0,70,High Risk,1
7297,31,4,166411.88849178384,0,70,High Risk,0
7314,54,0,84604.72858953358,0,70,High Risk,0
7316,55,3,25663.24229596581,0,70,High Risk,0
7817,18,6,5610.156973897773,0,70,High Risk,1
7839,36,0,73696.0522946479,1,70,High Risk,1
7843,73,10,48330.6092232941,0,70,High Risk,1
7849,80,0,57384.295037164884,1,70,High Risk,1
7865,44,1,30773.425904174866,1,70,High Risk,1
7882,44,2,116276.18157074218,0,70,High Risk,1
7983,40,4,7770.952680623999,0,70,High Risk,0
7155,55,1,149597.3660419523,0,70,High Risk,1
7632,51,0,114113.57138808884,1,70,High Risk,1
7633,39,1,20269.483882227905,1,70,High Risk,0
7698,61,0,48839.81452153396,1,70,High Risk,1
7738,49,0,174714.64997636134,0,70,High Risk,0
7739,80,0,151116.07352907665,0,70,High Risk,1
7770,35,0,158284.49983079196,0,70,High Risk,1
7797,68,2,69482.900086306,1,70,High Risk,0
7798,68,0,15862.158782806473,1,70,High Risk,1
